account_id,provider,tenant_id,account_type,owner_identity,criticality
CA01948,GCP,gcp-28104,read_only_account,ID_00502,1
CA01949,GCP,gcp-58864,admin_account,ID_00267,4
CA01950,GCP,gcp-85561,admin_account,ID_00916,5
CA01951,Oracle,oci-29756,read_only_account,ID_01386,3
CA01952,AWS,aws-97448,service_account,ID_00122,3
CA01953,Oracle,oci-10547,billing_account,ID_00102,5
CA01954,AWS,aws-69381,automation_account,ID_01391,3
CA01955,Oracle,oci-47452,automation_account,ID_01817,3
CA01956,Oracle,oci-11348,human_user,ID_01211,3
CA01957,GCP,gcp-55123,service_account,ID_01151,4
CA01958,GCP,gcp-16532,admin_account,ID_00228,4
CA01959,Oracle,oci-63064,service_account,ID_00896,4
CA01960,AWS,aws-29874,service_account,ID_00584,4
CA01961,AWS,aws-93531,billing_account,ID_00054,5
CA01962,Azure,az-23593,automation_account,ID_01160,3
CA01963,GCP,gcp-13294,admin_account,ID_00740,4
CA01964,Azure,az-33322,human_user,ID_01038,2
CA01965,AWS,aws-85284,billing_account,ID_01324,5
CA01966,GCP,gcp-60655,billing_account,ID_00638,4
CA01967,Azure,az-16600,read_only_account,ID_00595,2
CA01968,GCP,gcp-74355,human_user,ID_01991,3
CA01969,DigitalOcean,do-51545,automation_account,ID_00074,4
CA01970,DigitalOcean,do-82977,billing_account,ID_00979,5
CA01971,GCP,gcp-11430,billing_account,ID_01815,4
CA01972,Azure,az-99276,billing_account,ID_00083,5
CA01973,GCP,gcp-15062,automation_account,ID_01800,3
CA01974,Azure,az-43315,read_only_account,ID_01197,2
CA01975,GCP,gcp-92315,service_account,ID_01007,4
CA01976,AWS,aws-77151,read_only_account,ID_00920,2
CA01977,GCP,gcp-87155,billing_account,ID_01710,4
CA01978,DigitalOcean,do-31246,billing_account,ID_00424,5
CA01979,Oracle,oci-41349,service_account,ID_01108,3
CA01980,DigitalOcean,do-94845,read_only_account,ID_01405,3
CA01981,Azure,az-23275,admin_account,ID_01892,4
CA01982,Azure,az-82128,billing_account,ID_01335,5
CA01983,DigitalOcean,do-24238,human_user,ID_00799,3
CA01984,DigitalOcean,do-32523,billing_account,ID_01738,4
CA01985,Oracle,oci-44834,read_only_account,ID_00236,2
CA01986,GCP,gcp-49639,billing_account,ID_00003,4
CA01987,Azure,az-48859,human_user,ID_00012,2
CA01988,GCP,gcp-57508,admin_account,ID_00889,5
CA01989,Oracle,oci-68290,admin_account,ID_01763,5
CA01990,DigitalOcean,do-54243,read_only_account,ID_01387,3
CA01991,Azure,az-86814,service_account,ID_01132,3
CA01992,AWS,aws-49386,human_user,ID_00602,1
CA01993,AWS,aws-79640,service_account,ID_00316,4
CA01994,Oracle,oci-41513,read_only_account,ID_01454,1
CA01995,Oracle,oci-50009,admin_account,ID_01845,4
CA01996,AWS,aws-46657,read_only_account,ID_01595,1
CA01997,GCP,gcp-52972,billing_account,ID_01856,4
CA01998,DigitalOcean,do-53803,billing_account,ID_01179,5
CA01999,Azure,az-29817,billing_account,ID_00344,4
