edge_id,src,dst,edge_class,cost,detection_prob,exploitability,power_gain,is_ground_truth_path_step
E_QUBO_00377,N00194,N00201,network,1.81,0.805,0.113,0,False
E_QUBO_00378,N00194,N00032,cloud,0.844,0.618,0.108,1,True
E_QUBO_00379,N00167,N00201,config,1.64,0.104,0.592,4,False
E_QUBO_00380,N00167,N00032,cloud,0.539,0.529,0.4,0,False
E_QUBO_00381,N00198,N00201,privilege,1.839,0.308,0.477,8,False
E_QUBO_00382,N00198,N00032,auth,0.768,0.137,0.177,1,False
E_QUBO_00383,N00161,N00201,privilege,2.538,0.291,0.387,7,False
E_QUBO_00384,N00161,N00032,cloud,1.913,0.941,0.242,0,False
E_QUBO_00385,N00201,N00104,network,0.734,0.391,0.52,0,False
E_QUBO_00386,N00201,N00151,auth,0.707,0.811,0.598,2,False
E_QUBO_00387,N00201,N00077,network,2.737,0.877,0.245,4,False
E_QUBO_00388,N00032,N00104,network,2.81,0.666,0.288,4,False
E_QUBO_00389,N00032,N00151,network,0.948,0.815,0.063,1,False
E_QUBO_00390,N00032,N00077,cloud,2.822,0.319,0.529,4,False
E_QUBO_00391,N00104,N00176,cloud,2.193,0.537,0.376,1,False
E_QUBO_00392,N00104,N00070,network,1.752,0.927,0.096,3,False
E_QUBO_00393,N00104,N00135,network,1.351,0.742,0.862,3,False
E_QUBO_00394,N00104,N00081,privilege,0.574,0.296,0.894,9,False
E_QUBO_00395,N00104,N00184,config,2.853,0.439,0.628,3,False
E_QUBO_00396,N00151,N00176,config,1.238,0.272,0.112,2,False
E_QUBO_00397,N00151,N00070,auth,2.349,0.335,0.141,0,False
E_QUBO_00398,N00151,N00135,cloud,1.4,0.293,0.163,1,False
E_QUBO_00399,N00151,N00081,config,1.887,0.417,0.072,2,False
E_QUBO_00400,N00151,N00184,config,1.995,0.342,0.377,2,False
E_QUBO_00401,N00077,N00176,network,2.312,0.554,0.894,1,False
E_QUBO_00402,N00077,N00070,auth,2.213,0.203,0.279,2,False
E_QUBO_00403,N00077,N00135,network,0.918,0.298,0.305,0,False
E_QUBO_00404,N00077,N00081,auth,2.302,0.496,0.574,3,False
E_QUBO_00405,N00077,N00184,privilege,0.517,0.406,0.765,8,False
E_QUBO_00406,N00176,N00028,privilege,1.601,0.438,0.75,4,False
E_QUBO_00407,N00070,N00028,config,2.868,0.231,0.317,3,False
E_QUBO_00408,N00135,N00028,privilege,2.337,0.62,0.873,5,False
E_QUBO_00409,N00081,N00028,privilege,2.541,0.404,0.147,5,False
E_QUBO_00410,N00184,N00028,config,0.95,0.741,0.073,3,False
E_QUBO_00411,N00079,N00122,auth,1.596,0.312,0.639,3,False
E_QUBO_00412,N00079,N00194,auth,2.083,0.268,0.61,3,False
E_QUBO_00413,N00079,N00167,network,1.623,0.588,0.545,4,False
E_QUBO_00414,N00079,N00198,cloud,1.859,0.762,0.356,4,False
E_QUBO_00415,N00079,N00161,network,0.773,0.273,0.615,1,False
E_QUBO_00416,N00122,N00201,network,1.908,0.631,0.6,2,False
E_QUBO_00417,N00122,N00032,cloud,0.765,0.139,0.239,4,False
E_QUBO_00418,N00194,N00201,config,1.053,0.387,0.444,4,False
E_QUBO_00419,N00194,N00032,auth,1.362,0.072,0.139,3,False
E_QUBO_00420,N00167,N00201,network,0.79,0.897,0.17,2,False
E_QUBO_00421,N00167,N00032,auth,1.803,0.363,0.133,3,False
E_QUBO_00422,N00198,N00201,privilege,0.612,0.69,0.069,7,False
E_QUBO_00423,N00198,N00032,auth,2.825,0.716,0.489,4,False
E_QUBO_00424,N00161,N00201,config,1.566,0.466,0.728,1,False
E_QUBO_00425,N00161,N00032,cloud,1.489,0.714,0.801,3,False
E_QUBO_00426,N00201,N00104,cloud,0.511,0.243,0.287,0,False
E_QUBO_00427,N00201,N00151,config,0.967,0.343,0.439,2,False
E_QUBO_00428,N00201,N00077,cloud,1.819,0.625,0.557,4,False
E_QUBO_00429,N00032,N00104,network,1.37,0.811,0.575,2,False
E_QUBO_00430,N00032,N00151,config,0.712,0.171,0.15,2,False
E_QUBO_00431,N00032,N00077,privilege,2.234,0.51,0.406,4,False
E_QUBO_00432,N00104,N00176,cloud,0.964,0.622,0.639,1,False
E_QUBO_00433,N00104,N00070,cloud,1.222,0.218,0.766,4,False
E_QUBO_00434,N00104,N00135,privilege,2.88,0.486,0.216,8,False
E_QUBO_00435,N00104,N00081,config,2.133,0.418,0.468,3,False
E_QUBO_00436,N00104,N00184,network,1.913,0.766,0.237,0,False
E_QUBO_00437,N00151,N00176,config,1.222,0.753,0.531,3,False
E_QUBO_00438,N00151,N00070,network,1.932,0.291,0.512,2,False
E_QUBO_00439,N00151,N00135,network,2.4,0.447,0.236,3,False
E_QUBO_00440,N00151,N00081,auth,1.244,0.949,0.432,2,False
E_QUBO_00441,N00151,N00184,network,1.598,0.945,0.709,1,False
E_QUBO_00442,N00077,N00176,config,2.223,0.825,0.569,3,False
E_QUBO_00443,N00077,N00070,auth,2.462,0.782,0.735,4,False
E_QUBO_00444,N00077,N00135,privilege,1.992,0.202,0.882,6,False
E_QUBO_00445,N00077,N00081,privilege,2.881,0.513,0.815,3,False
E_QUBO_00446,N00077,N00184,cloud,2.797,0.943,0.787,1,False
E_QUBO_00447,N00176,N00100,auth,1.124,0.69,0.754,3,False
E_QUBO_00448,N00070,N00100,config,2.081,0.615,0.369,0,False
E_QUBO_00449,N00135,N00100,network,1.507,0.725,0.64,2,False
E_QUBO_00450,N00081,N00100,cloud,1.318,0.052,0.708,0,False
E_QUBO_00451,N00184,N00100,cloud,2.087,0.678,0.773,4,False
E_QUBO_00452,N00079,N00122,cloud,2.562,0.495,0.324,2,False
E_QUBO_00453,N00079,N00194,config,0.826,0.817,0.72,0,False
E_QUBO_00454,N00079,N00167,cloud,0.541,0.886,0.184,3,True
E_QUBO_00455,N00079,N00198,cloud,1.006,0.67,0.162,2,False
E_QUBO_00456,N00079,N00161,privilege,0.733,0.374,0.12,4,False
E_QUBO_00457,N00122,N00201,privilege,2.315,0.73,0.415,3,False
E_QUBO_00458,N00122,N00032,network,1.034,0.12,0.555,4,False
E_QUBO_00459,N00194,N00201,network,0.52,0.359,0.153,3,False
E_QUBO_00460,N00194,N00032,cloud,0.677,0.395,0.671,0,False
E_QUBO_00461,N00167,N00201,privilege,2.702,0.173,0.707,4,False
E_QUBO_00462,N00167,N00032,auth,0.671,0.557,0.569,1,False
E_QUBO_00463,N00198,N00201,auth,2.07,0.186,0.4,3,False
E_QUBO_00464,N00198,N00032,network,2.741,0.176,0.155,3,False
E_QUBO_00465,N00161,N00201,cloud,1.286,0.176,0.285,0,False
E_QUBO_00466,N00161,N00032,config,2.0,0.597,0.712,0,False
E_QUBO_00467,N00201,N00104,privilege,1.014,0.596,0.21,8,False
E_QUBO_00468,N00201,N00151,network,2.46,0.764,0.253,3,False
E_QUBO_00469,N00201,N00077,cloud,2.095,0.114,0.805,0,False
E_QUBO_00470,N00032,N00104,privilege,0.83,0.825,0.533,7,False
E_QUBO_00471,N00032,N00151,auth,2.407,0.909,0.705,0,False
E_QUBO_00472,N00032,N00077,network,1.155,0.086,0.101,3,False
E_QUBO_00473,N00104,N00176,config,2.418,0.431,0.392,4,False
E_QUBO_00474,N00104,N00070,auth,1.194,0.329,0.485,1,False
E_QUBO_00475,N00104,N00135,auth,1.841,0.402,0.589,0,False
E_QUBO_00476,N00104,N00081,cloud,2.325,0.812,0.099,0,False
E_QUBO_00477,N00104,N00184,network,1.633,0.598,0.313,1,False
E_QUBO_00478,N00151,N00176,auth,2.254,0.197,0.86,4,False
E_QUBO_00479,N00151,N00070,privilege,0.917,0.164,0.714,6,False
E_QUBO_00480,N00151,N00135,network,2.429,0.076,0.736,2,False
E_QUBO_00481,N00151,N00081,privilege,2.281,0.569,0.116,9,False
E_QUBO_00482,N00151,N00184,network,1.749,0.56,0.363,2,False
E_QUBO_00483,N00077,N00176,config,2.185,0.154,0.68,0,False
E_QUBO_00484,N00077,N00070,network,1.111,0.475,0.376,1,False
E_QUBO_00485,N00077,N00135,network,1.882,0.873,0.68,3,False
E_QUBO_00486,N00077,N00081,auth,1.541,0.698,0.281,0,False
E_QUBO_00487,N00077,N00184,network,1.755,0.862,0.202,4,False
E_QUBO_00488,N00176,N00110,cloud,0.672,0.469,0.29,2,False
E_QUBO_00489,N00070,N00110,config,1.642,0.382,0.298,2,False
E_QUBO_00490,N00135,N00110,auth,1.66,0.583,0.469,1,False
E_QUBO_00491,N00081,N00110,config,2.401,0.271,0.055,3,False
E_QUBO_00492,N00184,N00110,config,1.366,0.806,0.796,2,True
E_QUBO_00493,N00079,N00122,cloud,2.623,0.704,0.138,4,False
E_QUBO_00494,N00079,N00194,cloud,1.73,0.104,0.897,2,False
E_QUBO_00495,N00079,N00167,auth,2.743,0.518,0.646,2,False
E_QUBO_00496,N00079,N00198,network,1.952,0.505,0.592,3,False
E_QUBO_00497,N00079,N00161,config,0.656,0.646,0.161,2,False
E_QUBO_00498,N00122,N00201,privilege,2.815,0.404,0.757,7,False
E_QUBO_00499,N00122,N00032,privilege,1.084,0.899,0.166,3,False
E_QUBO_00500,N00194,N00201,auth,1.624,0.333,0.153,2,False
E_QUBO_00501,N00194,N00032,auth,1.63,0.467,0.775,0,False
E_QUBO_00502,N00167,N00201,privilege,2.566,0.677,0.084,7,False
E_QUBO_00503,N00167,N00032,auth,2.921,0.407,0.092,2,False
E_QUBO_00504,N00198,N00201,auth,0.578,0.414,0.434,4,False
E_QUBO_00505,N00198,N00032,cloud,0.755,0.764,0.153,0,False
E_QUBO_00506,N00161,N00201,auth,0.827,0.791,0.366,0,False
E_QUBO_00507,N00161,N00032,privilege,2.794,0.117,0.898,5,False
E_QUBO_00508,N00201,N00104,cloud,2.523,0.133,0.77,2,False
E_QUBO_00509,N00201,N00151,cloud,0.627,0.882,0.418,3,False
E_QUBO_00510,N00201,N00077,cloud,2.208,0.206,0.233,1,False
E_QUBO_00511,N00032,N00104,cloud,2.709,0.081,0.576,1,False
E_QUBO_00512,N00032,N00151,cloud,1.53,0.546,0.102,2,False
E_QUBO_00513,N00032,N00077,cloud,0.999,0.846,0.497,4,False
E_QUBO_00514,N00104,N00176,cloud,2.455,0.373,0.513,3,False
E_QUBO_00515,N00104,N00070,config,1.756,0.4,0.203,2,False
E_QUBO_00516,N00104,N00135,network,2.739,0.751,0.1,3,False
E_QUBO_00517,N00104,N00081,config,2.999,0.927,0.135,1,False
E_QUBO_00518,N00104,N00184,network,2.41,0.903,0.539,3,False
E_QUBO_00519,N00151,N00176,auth,0.94,0.583,0.735,2,False
E_QUBO_00520,N00151,N00070,network,2.259,0.367,0.533,1,False
E_QUBO_00521,N00151,N00135,auth,2.592,0.779,0.875,4,False
E_QUBO_00522,N00151,N00081,cloud,0.595,0.101,0.561,0,False
E_QUBO_00523,N00151,N00184,network,1.329,0.603,0.735,2,False
E_QUBO_00524,N00077,N00176,privilege,0.649,0.183,0.649,4,False
E_QUBO_00525,N00077,N00070,config,2.652,0.915,0.368,3,False
E_QUBO_00526,N00077,N00135,privilege,1.254,0.173,0.184,8,False
E_QUBO_00527,N00077,N00081,cloud,2.123,0.207,0.873,4,False
E_QUBO_00528,N00077,N00184,auth,2.164,0.783,0.372,2,False
E_QUBO_00529,N00176,N00116,network,2.872,0.904,0.383,4,False
E_QUBO_00530,N00070,N00116,config,1.296,0.778,0.57,4,False
E_QUBO_00531,N00135,N00116,cloud,0.852,0.721,0.252,2,False
E_QUBO_00532,N00081,N00116,network,2.554,0.653,0.67,2,False
E_QUBO_00533,N00184,N00116,privilege,1.024,0.674,0.348,3,False
E_QUBO_00534,N00079,N00122,network,1.465,0.709,0.874,3,False
E_QUBO_00535,N00079,N00194,cloud,1.378,0.388,0.754,4,False
E_QUBO_00536,N00079,N00167,auth,0.907,0.116,0.769,2,False
E_QUBO_00537,N00079,N00198,privilege,2.879,0.117,0.195,8,False
E_QUBO_00538,N00079,N00161,network,1.868,0.858,0.129,4,False
E_QUBO_00539,N00122,N00201,cloud,2.261,0.438,0.606,4,False
E_QUBO_00540,N00122,N00032,auth,0.634,0.348,0.878,3,False
E_QUBO_00541,N00194,N00201,config,1.163,0.303,0.252,0,False
E_QUBO_00542,N00194,N00032,config,2.6,0.188,0.357,3,False
E_QUBO_00543,N00167,N00201,config,1.701,0.137,0.226,2,False
E_QUBO_00544,N00167,N00032,cloud,2.609,0.328,0.388,3,False
E_QUBO_00545,N00198,N00201,privilege,0.728,0.54,0.207,8,False
E_QUBO_00546,N00198,N00032,cloud,0.612,0.446,0.274,2,False
E_QUBO_00547,N00161,N00201,auth,2.381,0.651,0.123,2,False
E_QUBO_00548,N00161,N00032,cloud,2.927,0.581,0.521,3,False
E_QUBO_00549,N00201,N00104,cloud,2.914,0.668,0.846,4,False
E_QUBO_00550,N00201,N00151,cloud,1.247,0.405,0.776,0,False
E_QUBO_00551,N00201,N00077,config,2.501,0.66,0.577,0,False
E_QUBO_00552,N00032,N00104,cloud,0.932,0.936,0.876,1,False
E_QUBO_00553,N00032,N00151,cloud,0.696,0.665,0.222,1,False
E_QUBO_00554,N00032,N00077,privilege,1.299,0.704,0.736,3,False
E_QUBO_00555,N00104,N00176,cloud,1.88,0.821,0.492,0,False
E_QUBO_00556,N00104,N00070,config,1.969,0.754,0.146,1,False
E_QUBO_00557,N00104,N00135,config,1.957,0.918,0.135,0,False
E_QUBO_00558,N00104,N00081,network,2.464,0.831,0.798,3,False
E_QUBO_00559,N00104,N00184,cloud,1.93,0.476,0.196,3,False
E_QUBO_00560,N00151,N00176,config,2.202,0.412,0.386,2,False
E_QUBO_00561,N00151,N00070,network,2.364,0.879,0.812,0,False
E_QUBO_00562,N00151,N00135,privilege,1.277,0.809,0.779,3,False
E_QUBO_00563,N00151,N00081,auth,0.836,0.927,0.427,2,False
E_QUBO_00564,N00151,N00184,cloud,2.012,0.13,0.425,3,False
E_QUBO_00565,N00077,N00176,config,2.668,0.789,0.488,1,False
E_QUBO_00566,N00077,N00070,config,1.508,0.752,0.496,4,False
E_QUBO_00567,N00077,N00135,auth,2.688,0.231,0.099,0,False
E_QUBO_00568,N00077,N00081,privilege,2.262,0.297,0.75,10,False
E_QUBO_00569,N00077,N00184,network,2.203,0.268,0.465,3,False
E_QUBO_00570,N00176,N00174,cloud,1.967,0.365,0.189,2,False
E_QUBO_00571,N00070,N00174,network,1.213,0.398,0.188,4,False
E_QUBO_00572,N00135,N00174,auth,2.643,0.633,0.626,2,False
E_QUBO_00573,N00081,N00174,config,0.55,0.752,0.702,0,False
E_QUBO_00574,N00184,N00174,auth,2.118,0.591,0.057,2,False
E_QUBO_00575,N00079,N00122,privilege,2.282,0.688,0.284,8,False
E_QUBO_00576,N00079,N00194,cloud,1.13,0.47,0.626,4,False
E_QUBO_00577,N00079,N00167,network,0.518,0.949,0.872,2,False
E_QUBO_00578,N00079,N00198,config,2.023,0.319,0.142,0,False
E_QUBO_00579,N00079,N00161,privilege,2.101,0.825,0.272,6,False
E_QUBO_00580,N00122,N00201,config,2.414,0.86,0.735,4,False
E_QUBO_00581,N00122,N00032,privilege,2.202,0.699,0.607,6,False
E_QUBO_00582,N00194,N00201,cloud,1.511,0.713,0.546,4,False
E_QUBO_00583,N00194,N00032,privilege,2.316,0.25,0.504,9,False
E_QUBO_00584,N00167,N00201,privilege,1.768,0.811,0.765,10,False
E_QUBO_00585,N00167,N00032,network,1.677,0.717,0.666,4,False
E_QUBO_00586,N00198,N00201,auth,2.867,0.86,0.606,1,False
E_QUBO_00587,N00198,N00032,privilege,1.551,0.848,0.366,6,False
E_QUBO_00588,N00161,N00201,network,1.676,0.83,0.546,4,False
E_QUBO_00589,N00161,N00032,auth,1.751,0.831,0.374,2,False
E_QUBO_00590,N00201,N00104,auth,0.843,0.23,0.398,4,False
E_QUBO_00591,N00201,N00151,cloud,0.858,0.826,0.203,0,False
E_QUBO_00592,N00201,N00077,auth,1.284,0.102,0.434,1,False
E_QUBO_00593,N00032,N00104,auth,1.941,0.193,0.717,0,False
E_QUBO_00594,N00032,N00151,cloud,2.084,0.413,0.871,3,True
E_QUBO_00595,N00032,N00077,config,0.999,0.386,0.062,2,False
E_QUBO_00596,N00104,N00176,config,0.976,0.659,0.583,1,False
E_QUBO_00597,N00104,N00070,privilege,1.28,0.142,0.478,6,False
E_QUBO_00598,N00104,N00135,network,1.246,0.312,0.669,4,False
E_QUBO_00599,N00104,N00081,cloud,2.72,0.946,0.341,3,False
E_QUBO_00600,N00104,N00184,auth,0.912,0.866,0.74,0,False
E_QUBO_00601,N00151,N00176,auth,1.028,0.07,0.479,0,False
E_QUBO_00602,N00151,N00070,network,1.438,0.626,0.706,4,False
E_QUBO_00603,N00151,N00135,network,2.155,0.638,0.067,0,False
E_QUBO_00604,N00151,N00081,cloud,0.809,0.277,0.647,1,False
E_QUBO_00605,N00151,N00184,network,1.253,0.645,0.613,2,False
E_QUBO_00606,N00077,N00176,auth,1.547,0.859,0.485,4,False
E_QUBO_00607,N00077,N00070,network,2.462,0.498,0.568,2,False
E_QUBO_00608,N00077,N00135,auth,1.395,0.419,0.186,4,False
E_QUBO_00609,N00077,N00081,auth,2.221,0.483,0.249,0,False
E_QUBO_00610,N00077,N00184,network,2.588,0.652,0.177,0,False
E_QUBO_00611,N00176,N00181,network,2.309,0.141,0.268,1,False
E_QUBO_00612,N00070,N00181,privilege,1.16,0.095,0.741,2,False
E_QUBO_00613,N00135,N00181,privilege,2.504,0.331,0.678,3,False
E_QUBO_00614,N00081,N00181,network,0.524,0.175,0.6,2,False
E_QUBO_00615,N00184,N00181,cloud,2.888,0.291,0.673,2,False
E_QUBO_00616,N00079,N00122,auth,0.785,0.41,0.438,3,False
E_QUBO_00617,N00079,N00194,cloud,2.5,0.634,0.727,0,False
E_QUBO_00618,N00079,N00167,network,2.954,0.81,0.138,4,False
E_QUBO_00619,N00079,N00198,config,2.196,0.213,0.373,2,False
E_QUBO_00620,N00079,N00161,auth,1.708,0.489,0.804,3,False
E_QUBO_00621,N00122,N00201,privilege,2.137,0.061,0.788,10,False
E_QUBO_00622,N00122,N00032,config,2.309,0.252,0.862,2,False
E_QUBO_00623,N00194,N00201,config,0.738,0.646,0.261,2,False
E_QUBO_00624,N00194,N00032,cloud,0.872,0.794,0.808,4,False
E_QUBO_00625,N00167,N00201,auth,1.764,0.472,0.471,1,False
E_QUBO_00626,N00167,N00032,cloud,1.302,0.348,0.286,4,False
E_QUBO_00627,N00198,N00201,cloud,1.508,0.261,0.44,4,False
E_QUBO_00628,N00198,N00032,cloud,1.618,0.157,0.473,0,False
E_QUBO_00629,N00161,N00201,cloud,0.59,0.544,0.752,4,False
E_QUBO_00630,N00161,N00032,privilege,2.725,0.556,0.606,9,False
E_QUBO_00631,N00201,N00104,privilege,2.563,0.785,0.768,7,False
E_QUBO_00632,N00201,N00151,config,2.0,0.695,0.359,3,False
E_QUBO_00633,N00201,N00077,auth,0.505,0.37,0.589,2,False
E_QUBO_00634,N00032,N00104,privilege,2.255,0.091,0.19,4,False
E_QUBO_00635,N00032,N00151,cloud,0.767,0.6,0.209,3,False
E_QUBO_00636,N00032,N00077,auth,2.292,0.147,0.402,4,False
E_QUBO_00637,N00104,N00176,cloud,1.643,0.58,0.479,3,True
E_QUBO_00638,N00104,N00070,network,1.883,0.44,0.547,4,False
E_QUBO_00639,N00104,N00135,auth,2.23,0.206,0.743,0,False
E_QUBO_00640,N00104,N00081,config,2.015,0.34,0.799,3,False
E_QUBO_00641,N00104,N00184,auth,1.184,0.917,0.875,3,False
E_QUBO_00642,N00151,N00176,auth,1.532,0.68,0.686,2,False
E_QUBO_00643,N00151,N00070,config,2.652,0.691,0.845,1,False
E_QUBO_00644,N00151,N00135,config,2.286,0.668,0.833,1,False
E_QUBO_00645,N00151,N00081,auth,1.76,0.675,0.324,0,False
E_QUBO_00646,N00151,N00184,config,1.701,0.564,0.617,3,False
E_QUBO_00647,N00077,N00176,config,1.215,0.813,0.737,4,False
E_QUBO_00648,N00077,N00070,cloud,0.863,0.653,0.22,1,False
E_QUBO_00649,N00077,N00135,privilege,0.866,0.106,0.717,5,False
E_QUBO_00650,N00077,N00081,network,1.397,0.457,0.574,4,False
E_QUBO_00651,N00077,N00184,config,1.472,0.51,0.727,2,False
E_QUBO_00652,N00176,N00211,network,2.816,0.399,0.863,2,False
E_QUBO_00653,N00070,N00211,network,0.532,0.276,0.577,3,False
E_QUBO_00654,N00135,N00211,privilege,2.388,0.542,0.563,5,False
E_QUBO_00655,N00081,N00211,auth,2.959,0.117,0.868,4,False
E_QUBO_00656,N00184,N00211,network,1.571,0.551,0.161,4,False
E_QUBO_00657,N00079,N00122,network,1.326,0.689,0.182,1,False
E_QUBO_00658,N00079,N00194,config,0.627,0.889,0.573,2,False
E_QUBO_00659,N00079,N00167,config,1.875,0.116,0.652,4,False
E_QUBO_00660,N00079,N00198,auth,1.802,0.758,0.185,4,False
E_QUBO_00661,N00079,N00161,network,1.374,0.845,0.614,2,False
E_QUBO_00662,N00122,N00201,auth,2.876,0.606,0.454,4,False
E_QUBO_00663,N00122,N00032,network,0.787,0.361,0.254,4,False
E_QUBO_00664,N00194,N00201,auth,2.897,0.664,0.323,0,False
E_QUBO_00665,N00194,N00032,config,2.31,0.072,0.489,2,False
E_QUBO_00666,N00167,N00201,config,1.614,0.089,0.814,1,False
E_QUBO_00667,N00167,N00032,network,2.871,0.201,0.863,4,False
E_QUBO_00668,N00198,N00201,network,1.027,0.617,0.231,3,False
E_QUBO_00669,N00198,N00032,auth,1.844,0.682,0.88,3,False
E_QUBO_00670,N00161,N00201,network,2.367,0.188,0.44,2,False
E_QUBO_00671,N00161,N00032,network,0.636,0.765,0.524,4,False
E_QUBO_00672,N00201,N00104,privilege,1.519,0.456,0.394,7,False
E_QUBO_00673,N00201,N00151,network,1.837,0.627,0.576,4,False
E_QUBO_00674,N00201,N00077,network,1.394,0.503,0.296,2,False
E_QUBO_00675,N00032,N00104,privilege,2.413,0.444,0.386,2,False
E_QUBO_00676,N00032,N00151,config,1.05,0.722,0.727,4,False
E_QUBO_00677,N00032,N00077,auth,1.245,0.848,0.871,2,False
E_QUBO_00678,N00104,N00176,network,1.884,0.55,0.155,0,False
E_QUBO_00679,N00104,N00070,cloud,1.843,0.902,0.309,2,False
E_QUBO_00680,N00104,N00135,config,0.856,0.216,0.574,2,False
E_QUBO_00681,N00104,N00081,auth,2.177,0.561,0.096,4,False
E_QUBO_00682,N00104,N00184,config,0.683,0.655,0.263,1,False
E_QUBO_00683,N00151,N00176,cloud,2.879,0.371,0.621,1,False
E_QUBO_00684,N00151,N00070,config,0.675,0.224,0.463,2,False
E_QUBO_00685,N00151,N00135,privilege,2.234,0.187,0.532,7,False
E_QUBO_00686,N00151,N00081,auth,0.512,0.272,0.238,3,False
E_QUBO_00687,N00151,N00184,privilege,0.836,0.71,0.796,9,False
E_QUBO_00688,N00077,N00176,privilege,1.717,0.148,0.599,3,False
E_QUBO_00689,N00077,N00070,auth,2.728,0.227,0.674,0,False
E_QUBO_00690,N00077,N00135,network,2.624,0.618,0.741,4,False
E_QUBO_00691,N00077,N00081,config,1.032,0.083,0.272,4,False
E_QUBO_00692,N00077,N00184,auth,1.415,0.251,0.706,2,False
E_QUBO_00693,N00176,N00228,config,1.776,0.407,0.477,1,False
E_QUBO_00694,N00070,N00228,config,2.21,0.731,0.169,1,False
E_QUBO_00695,N00135,N00228,config,2.149,0.921,0.676,3,False
E_QUBO_00696,N00081,N00228,network,1.047,0.489,0.103,2,False
E_QUBO_00697,N00184,N00228,auth,1.795,0.762,0.38,3,False
E_QUBO_00698,N00079,N00122,network,2.951,0.342,0.648,4,False
E_QUBO_00699,N00079,N00194,privilege,2.587,0.287,0.513,4,False
E_QUBO_00700,N00079,N00167,cloud,1.413,0.638,0.76,4,False
E_QUBO_00701,N00079,N00198,auth,1.791,0.368,0.788,3,False
E_QUBO_00702,N00079,N00161,config,0.516,0.844,0.424,1,False
E_QUBO_00703,N00122,N00201,privilege,1.029,0.218,0.358,3,False
E_QUBO_00704,N00122,N00032,cloud,2.528,0.698,0.459,3,False
E_QUBO_00705,N00194,N00201,config,0.903,0.8,0.069,0,False
E_QUBO_00706,N00194,N00032,config,0.903,0.617,0.083,4,False
E_QUBO_00707,N00167,N00201,auth,1.146,0.212,0.865,4,False
E_QUBO_00708,N00167,N00032,network,2.696,0.705,0.748,0,False
E_QUBO_00709,N00198,N00201,config,2.982,0.831,0.195,3,False
E_QUBO_00710,N00198,N00032,config,2.551,0.214,0.611,2,False
E_QUBO_00711,N00161,N00201,privilege,2.806,0.587,0.109,8,False
E_QUBO_00712,N00161,N00032,network,0.541,0.52,0.823,3,False
E_QUBO_00713,N00201,N00104,config,0.741,0.478,0.573,0,False
E_QUBO_00714,N00201,N00151,config,1.758,0.156,0.46,1,False
E_QUBO_00715,N00201,N00077,config,2.569,0.857,0.709,3,False
E_QUBO_00716,N00032,N00104,privilege,2.687,0.678,0.415,9,False
E_QUBO_00717,N00032,N00151,cloud,1.376,0.774,0.822,4,False
E_QUBO_00718,N00032,N00077,auth,1.136,0.739,0.824,0,False
E_QUBO_00719,N00104,N00176,config,1.522,0.22,0.653,0,False
E_QUBO_00720,N00104,N00070,network,1.799,0.388,0.225,2,False
E_QUBO_00721,N00104,N00135,network,0.887,0.636,0.266,4,False
E_QUBO_00722,N00104,N00081,privilege,2.03,0.943,0.388,5,False
E_QUBO_00723,N00104,N00184,config,1.706,0.383,0.522,2,False
E_QUBO_00724,N00151,N00176,config,1.361,0.685,0.675,0,False
E_QUBO_00725,N00151,N00070,cloud,2.458,0.904,0.135,4,False
E_QUBO_00726,N00151,N00135,privilege,2.502,0.603,0.632,2,False
E_QUBO_00727,N00151,N00081,network,2.511,0.791,0.451,4,False
E_QUBO_00728,N00151,N00184,network,1.158,0.384,0.568,3,False
E_QUBO_00729,N00077,N00176,cloud,2.035,0.519,0.655,4,False
E_QUBO_00730,N00077,N00070,auth,2.101,0.445,0.221,4,False
E_QUBO_00731,N00077,N00135,network,2.46,0.509,0.644,4,False
E_QUBO_00732,N00077,N00081,network,1.399,0.64,0.879,0,False
E_QUBO_00733,N00077,N00184,cloud,1.383,0.406,0.548,4,False
E_QUBO_00734,N00176,N00241,network,2.798,0.545,0.667,4,False
E_QUBO_00735,N00070,N00241,privilege,1.369,0.784,0.242,5,False
E_QUBO_00736,N00135,N00241,cloud,1.937,0.285,0.396,0,False
E_QUBO_00737,N00081,N00241,config,1.236,0.902,0.733,2,False
E_QUBO_00738,N00184,N00241,config,1.125,0.448,0.371,3,False
E_QUBO_00739,N00086,N00122,privilege,2.903,0.463,0.442,2,False
E_QUBO_00740,N00086,N00194,privilege,0.669,0.62,0.895,5,False
E_QUBO_00741,N00086,N00167,cloud,2.889,0.515,0.058,2,False
E_QUBO_00742,N00086,N00198,network,1.497,0.724,0.341,4,False
E_QUBO_00743,N00086,N00161,cloud,1.285,0.247,0.538,1,False
E_QUBO_00744,N00122,N00201,auth,1.747,0.23,0.675,2,False
E_QUBO_00745,N00122,N00032,auth,2.587,0.803,0.353,0,False
E_QUBO_00746,N00194,N00201,network,2.19,0.647,0.572,4,False
E_QUBO_00747,N00194,N00032,cloud,1.428,0.334,0.813,4,False
E_QUBO_00748,N00167,N00201,cloud,0.957,0.738,0.484,3,False
E_QUBO_00749,N00167,N00032,config,0.821,0.523,0.41,4,False
E_QUBO_00750,N00198,N00201,privilege,1.484,0.668,0.199,3,False
E_QUBO_00751,N00198,N00032,cloud,1.289,0.058,0.623,3,False
