role_id,provider,privilege_level,description,privilege_score
CR01754,Azure,cloud_super_admin,Global privileged control across provider resources.,11
CR01755,Azure,tenant_admin,Full administrative access within a specific tenant.,8
CR01756,DigitalOcean,cloud_super_admin,Global privileged control across provider resources.,10
CR01757,GCP,read_only,Limited read-only access to cloud resources.,2
CR01758,DigitalOcean,tenant_admin,Full administrative access within a specific tenant.,10
CR01759,Oracle,tech_user,Basic operational access for assigned services.,3
CR01760,DigitalOcean,cloud_super_admin,Global privileged control across provider resources.,12
CR01761,GCP,tech_user,Basic operational access for assigned services.,3
CR01762,GCP,tenant_admin,Full administrative access within a specific tenant.,8
CR01763,AWS,developer,Developer-level access to compute and storage APIs.,3
CR01764,DigitalOcean,cloud_super_admin,Global privileged control across provider resources.,11
CR01765,AWS,tenant_admin,Full administrative access within a specific tenant.,8
CR01766,AWS,security_engineer,Access to security monitoring and policy configuration.,6
CR01767,Oracle,system_admin,High-privilege system-level access.,9
CR01768,DigitalOcean,read_only,Limited read-only access to cloud resources.,1
CR01769,Azure,cloud_super_admin,Global privileged control across provider resources.,10
CR01770,Oracle,developer,Developer-level access to compute and storage APIs.,3
CR01771,DigitalOcean,cloud_super_admin,Global privileged control across provider resources.,12
CR01772,DigitalOcean,cloud_super_admin,Global privileged control across provider resources.,12
CR01773,AWS,cloud_super_admin,Global privileged control across provider resources.,10
CR01774,Oracle,tech_user,Basic operational access for assigned services.,2
CR01775,AWS,tech_user,Basic operational access for assigned services.,3
CR01776,Oracle,security_engineer,Access to security monitoring and policy configuration.,7
CR01777,DigitalOcean,developer,Developer-level access to compute and storage APIs.,5
CR01778,GCP,system_admin,High-privilege system-level access.,8
CR01779,AWS,tech_user,Basic operational access for assigned services.,3
CR01780,Oracle,system_admin,High-privilege system-level access.,9
CR01781,DigitalOcean,tenant_admin,Full administrative access within a specific tenant.,10
CR01782,AWS,system_admin,High-privilege system-level access.,7
CR01783,DigitalOcean,cloud_super_admin,Global privileged control across provider resources.,10
CR01784,Oracle,system_admin,High-privilege system-level access.,9
CR01785,DigitalOcean,cloud_super_admin,Global privileged control across provider resources.,11
CR01786,AWS,security_engineer,Access to security monitoring and policy configuration.,7
CR01787,GCP,cloud_super_admin,Global privileged control across provider resources.,11
CR01788,Oracle,read_only,Limited read-only access to cloud resources.,1
CR01789,AWS,read_only,Limited read-only access to cloud resources.,1
CR01790,DigitalOcean,cloud_super_admin,Global privileged control across provider resources.,12
CR01791,Azure,tech_user,Basic operational access for assigned services.,3
CR01792,Oracle,developer,Developer-level access to compute and storage APIs.,5
CR01793,Oracle,system_admin,High-privilege system-level access.,9
CR01794,Oracle,tenant_admin,Full administrative access within a specific tenant.,8
CR01795,DigitalOcean,tenant_admin,Full administrative access within a specific tenant.,9
CR01796,Oracle,cloud_super_admin,Global privileged control across provider resources.,12
CR01797,GCP,system_admin,High-privilege system-level access.,8
CR01798,GCP,security_engineer,Access to security monitoring and policy configuration.,5
CR01799,GCP,tech_user,Basic operational access for assigned services.,3
CR01800,AWS,cloud_super_admin,Global privileged control across provider resources.,11
CR01801,Azure,security_engineer,Access to security monitoring and policy configuration.,6
CR01802,AWS,cloud_super_admin,Global privileged control across provider resources.,10
CR01803,DigitalOcean,security_engineer,Access to security monitoring and policy configuration.,7
CR01804,Azure,system_admin,High-privilege system-level access.,8
CR01805,AWS,system_admin,High-privilege system-level access.,7
CR01806,DigitalOcean,developer,Developer-level access to compute and storage APIs.,5
CR01807,Azure,cloud_super_admin,Global privileged control across provider resources.,10
CR01808,Azure,tenant_admin,Full administrative access within a specific tenant.,8
CR01809,DigitalOcean,security_engineer,Access to security monitoring and policy configuration.,7
CR01810,GCP,system_admin,High-privilege system-level access.,7
CR01811,Azure,cloud_super_admin,Global privileged control across provider resources.,10
CR01812,GCP,system_admin,High-privilege system-level access.,8
CR01813,GCP,developer,Developer-level access to compute and storage APIs.,4
CR01814,DigitalOcean,developer,Developer-level access to compute and storage APIs.,5
CR01815,AWS,read_only,Limited read-only access to cloud resources.,1
CR01816,Azure,read_only,Limited read-only access to cloud resources.,2
CR01817,Azure,read_only,Limited read-only access to cloud resources.,1
CR01818,AWS,read_only,Limited read-only access to cloud resources.,2
CR01819,AWS,system_admin,High-privilege system-level access.,8
CR01820,AWS,tech_user,Basic operational access for assigned services.,2
CR01821,Azure,tenant_admin,Full administrative access within a specific tenant.,8
CR01822,Oracle,cloud_super_admin,Global privileged control across provider resources.,12
CR01823,AWS,read_only,Limited read-only access to cloud resources.,2
CR01824,AWS,system_admin,High-privilege system-level access.,9
CR01825,Azure,cloud_super_admin,Global privileged control across provider resources.,10
CR01826,DigitalOcean,developer,Developer-level access to compute and storage APIs.,5
CR01827,DigitalOcean,tech_user,Basic operational access for assigned services.,2
CR01828,Azure,developer,Developer-level access to compute and storage APIs.,5
CR01829,DigitalOcean,system_admin,High-privilege system-level access.,7
CR01830,Azure,system_admin,High-privilege system-level access.,7
CR01831,AWS,developer,Developer-level access to compute and storage APIs.,3
CR01832,Oracle,cloud_super_admin,Global privileged control across provider resources.,10
CR01833,Azure,tech_user,Basic operational access for assigned services.,3
CR01834,GCP,security_engineer,Access to security monitoring and policy configuration.,5
CR01835,AWS,system_admin,High-privilege system-level access.,8
CR01836,AWS,tech_user,Basic operational access for assigned services.,3
CR01837,DigitalOcean,cloud_super_admin,Global privileged control across provider resources.,12
CR01838,AWS,developer,Developer-level access to compute and storage APIs.,5
CR01839,DigitalOcean,security_engineer,Access to security monitoring and policy configuration.,5
CR01840,AWS,developer,Developer-level access to compute and storage APIs.,3
CR01841,AWS,system_admin,High-privilege system-level access.,9
CR01842,GCP,tenant_admin,Full administrative access within a specific tenant.,9
CR01843,DigitalOcean,tenant_admin,Full administrative access within a specific tenant.,8
CR01844,Oracle,cloud_super_admin,Global privileged control across provider resources.,12
CR01845,GCP,developer,Developer-level access to compute and storage APIs.,4
CR01846,DigitalOcean,tenant_admin,Full administrative access within a specific tenant.,9
CR01847,GCP,tech_user,Basic operational access for assigned services.,2
CR01848,AWS,cloud_super_admin,Global privileged control across provider resources.,10
CR01849,Oracle,developer,Developer-level access to compute and storage APIs.,3
CR01850,AWS,tech_user,Basic operational access for assigned services.,2
CR01851,AWS,cloud_super_admin,Global privileged control across provider resources.,10
CR01852,Azure,cloud_super_admin,Global privileged control across provider resources.,12
CR01853,AWS,developer,Developer-level access to compute and storage APIs.,5
CR01854,Oracle,tech_user,Basic operational access for assigned services.,3
CR01855,Oracle,tech_user,Basic operational access for assigned services.,2
CR01856,Azure,tenant_admin,Full administrative access within a specific tenant.,10
CR01857,Oracle,developer,Developer-level access to compute and storage APIs.,3
CR01858,Oracle,tech_user,Basic operational access for assigned services.,2
CR01859,Oracle,cloud_super_admin,Global privileged control across provider resources.,11
CR01860,DigitalOcean,tech_user,Basic operational access for assigned services.,3
CR01861,AWS,tech_user,Basic operational access for assigned services.,3
CR01862,DigitalOcean,read_only,Limited read-only access to cloud resources.,1
CR01863,AWS,read_only,Limited read-only access to cloud resources.,2
CR01864,Oracle,read_only,Limited read-only access to cloud resources.,1
CR01865,GCP,cloud_super_admin,Global privileged control across provider resources.,12
CR01866,AWS,tech_user,Basic operational access for assigned services.,2
CR01867,AWS,developer,Developer-level access to compute and storage APIs.,4
CR01868,AWS,system_admin,High-privilege system-level access.,7
CR01869,GCP,system_admin,High-privilege system-level access.,8
CR01870,AWS,tech_user,Basic operational access for assigned services.,2
CR01871,DigitalOcean,tenant_admin,Full administrative access within a specific tenant.,8
CR01872,GCP,system_admin,High-privilege system-level access.,9
CR01873,DigitalOcean,developer,Developer-level access to compute and storage APIs.,4
CR01874,Oracle,system_admin,High-privilege system-level access.,9
CR01875,AWS,tenant_admin,Full administrative access within a specific tenant.,9
CR01876,Azure,developer,Developer-level access to compute and storage APIs.,3
CR01877,AWS,developer,Developer-level access to compute and storage APIs.,5
CR01878,GCP,tech_user,Basic operational access for assigned services.,3
CR01879,Azure,system_admin,High-privilege system-level access.,7
CR01880,Azure,developer,Developer-level access to compute and storage APIs.,5
CR01881,Oracle,cloud_super_admin,Global privileged control across provider resources.,10
CR01882,Azure,developer,Developer-level access to compute and storage APIs.,5
CR01883,Oracle,read_only,Limited read-only access to cloud resources.,2
CR01884,AWS,read_only,Limited read-only access to cloud resources.,1
CR01885,DigitalOcean,tech_user,Basic operational access for assigned services.,3
CR01886,Oracle,tenant_admin,Full administrative access within a specific tenant.,8
CR01887,AWS,tenant_admin,Full administrative access within a specific tenant.,9
CR01888,DigitalOcean,security_engineer,Access to security monitoring and policy configuration.,5
CR01889,Azure,cloud_super_admin,Global privileged control across provider resources.,10
CR01890,Oracle,security_engineer,Access to security monitoring and policy configuration.,5
CR01891,DigitalOcean,tech_user,Basic operational access for assigned services.,3
CR01892,AWS,cloud_super_admin,Global privileged control across provider resources.,12
CR01893,Oracle,cloud_super_admin,Global privileged control across provider resources.,10
CR01894,GCP,security_engineer,Access to security monitoring and policy configuration.,6
CR01895,AWS,tenant_admin,Full administrative access within a specific tenant.,10
CR01896,Oracle,security_engineer,Access to security monitoring and policy configuration.,5
CR01897,DigitalOcean,security_engineer,Access to security monitoring and policy configuration.,6
CR01898,Oracle,security_engineer,Access to security monitoring and policy configuration.,6
CR01899,DigitalOcean,developer,Developer-level access to compute and storage APIs.,3
CR01900,DigitalOcean,cloud_super_admin,Global privileged control across provider resources.,11
CR01901,Oracle,developer,Developer-level access to compute and storage APIs.,4
CR01902,Azure,tech_user,Basic operational access for assigned services.,2
CR01903,DigitalOcean,developer,Developer-level access to compute and storage APIs.,3
CR01904,DigitalOcean,developer,Developer-level access to compute and storage APIs.,5
CR01905,Oracle,tech_user,Basic operational access for assigned services.,2
CR01906,DigitalOcean,tenant_admin,Full administrative access within a specific tenant.,9
CR01907,Oracle,system_admin,High-privilege system-level access.,7
CR01908,GCP,read_only,Limited read-only access to cloud resources.,1
CR01909,GCP,cloud_super_admin,Global privileged control across provider resources.,12
CR01910,AWS,system_admin,High-privilege system-level access.,7
CR01911,Oracle,system_admin,High-privilege system-level access.,8
CR01912,Azure,cloud_super_admin,Global privileged control across provider resources.,12
CR01913,DigitalOcean,read_only,Limited read-only access to cloud resources.,2
CR01914,AWS,security_engineer,Access to security monitoring and policy configuration.,7
CR01915,GCP,tech_user,Basic operational access for assigned services.,3
CR01916,DigitalOcean,read_only,Limited read-only access to cloud resources.,1
CR01917,DigitalOcean,security_engineer,Access to security monitoring and policy configuration.,7
CR01918,GCP,system_admin,High-privilege system-level access.,9
CR01919,Oracle,cloud_super_admin,Global privileged control across provider resources.,10
CR01920,GCP,tech_user,Basic operational access for assigned services.,2
CR01921,DigitalOcean,security_engineer,Access to security monitoring and policy configuration.,6
CR01922,GCP,system_admin,High-privilege system-level access.,7
CR01923,AWS,tenant_admin,Full administrative access within a specific tenant.,9
CR01924,Oracle,security_engineer,Access to security monitoring and policy configuration.,7
CR01925,AWS,cloud_super_admin,Global privileged control across provider resources.,11
CR01926,Oracle,tenant_admin,Full administrative access within a specific tenant.,10
CR01927,AWS,tenant_admin,Full administrative access within a specific tenant.,10
CR01928,GCP,security_engineer,Access to security monitoring and policy configuration.,6
CR01929,DigitalOcean,system_admin,High-privilege system-level access.,8
CR01930,DigitalOcean,developer,Developer-level access to compute and storage APIs.,4
CR01931,Oracle,cloud_super_admin,Global privileged control across provider resources.,12
CR01932,DigitalOcean,read_only,Limited read-only access to cloud resources.,2
CR01933,GCP,tenant_admin,Full administrative access within a specific tenant.,10
CR01934,AWS,security_engineer,Access to security monitoring and policy configuration.,5
CR01935,Azure,read_only,Limited read-only access to cloud resources.,1
CR01936,DigitalOcean,read_only,Limited read-only access to cloud resources.,2
CR01937,GCP,tenant_admin,Full administrative access within a specific tenant.,10
CR01938,GCP,cloud_super_admin,Global privileged control across provider resources.,10
CR01939,Azure,security_engineer,Access to security monitoring and policy configuration.,5
CR01940,Oracle,read_only,Limited read-only access to cloud resources.,2
CR01941,Azure,security_engineer,Access to security monitoring and policy configuration.,6
CR01942,AWS,developer,Developer-level access to compute and storage APIs.,3
CR01943,DigitalOcean,system_admin,High-privilege system-level access.,7
CR01944,Oracle,read_only,Limited read-only access to cloud resources.,2
CR01945,GCP,read_only,Limited read-only access to cloud resources.,1
CR01946,GCP,developer,Developer-level access to compute and storage APIs.,4
CR01947,DigitalOcean,cloud_super_admin,Global privileged control across provider resources.,12
CR01948,AWS,system_admin,High-privilege system-level access.,8
CR01949,DigitalOcean,security_engineer,Access to security monitoring and policy configuration.,5
CR01950,Oracle,cloud_super_admin,Global privileged control across provider resources.,12
CR01951,Azure,security_engineer,Access to security monitoring and policy configuration.,5
CR01952,GCP,security_engineer,Access to security monitoring and policy configuration.,7
CR01953,AWS,cloud_super_admin,Global privileged control across provider resources.,12
CR01954,DigitalOcean,read_only,Limited read-only access to cloud resources.,2
CR01955,GCP,cloud_super_admin,Global privileged control across provider resources.,11
CR01956,Azure,developer,Developer-level access to compute and storage APIs.,5
CR01957,Azure,developer,Developer-level access to compute and storage APIs.,3
CR01958,GCP,developer,Developer-level access to compute and storage APIs.,4
CR01959,Oracle,cloud_super_admin,Global privileged control across provider resources.,12
CR01960,Oracle,security_engineer,Access to security monitoring and policy configuration.,6
CR01961,AWS,tenant_admin,Full administrative access within a specific tenant.,9
CR01962,Oracle,system_admin,High-privilege system-level access.,9
CR01963,Azure,developer,Developer-level access to compute and storage APIs.,3
CR01964,DigitalOcean,system_admin,High-privilege system-level access.,7
CR01965,Oracle,tenant_admin,Full administrative access within a specific tenant.,8
CR01966,DigitalOcean,cloud_super_admin,Global privileged control across provider resources.,11
CR01967,Azure,security_engineer,Access to security monitoring and policy configuration.,5
CR01968,GCP,developer,Developer-level access to compute and storage APIs.,4
CR01969,GCP,tech_user,Basic operational access for assigned services.,2
CR01970,GCP,cloud_super_admin,Global privileged control across provider resources.,11
CR01971,AWS,system_admin,High-privilege system-level access.,9
CR01972,GCP,tenant_admin,Full administrative access within a specific tenant.,10
CR01973,AWS,cloud_super_admin,Global privileged control across provider resources.,10
CR01974,Oracle,system_admin,High-privilege system-level access.,9
CR01975,Oracle,system_admin,High-privilege system-level access.,7
CR01976,AWS,tech_user,Basic operational access for assigned services.,2
CR01977,DigitalOcean,security_engineer,Access to security monitoring and policy configuration.,5
CR01978,Azure,tech_user,Basic operational access for assigned services.,3
CR01979,AWS,cloud_super_admin,Global privileged control across provider resources.,11
CR01980,Azure,tenant_admin,Full administrative access within a specific tenant.,9
CR01981,Azure,read_only,Limited read-only access to cloud resources.,2
CR01982,Azure,cloud_super_admin,Global privileged control across provider resources.,10
CR01983,AWS,tenant_admin,Full administrative access within a specific tenant.,8
CR01984,Oracle,tech_user,Basic operational access for assigned services.,2
CR01985,Oracle,tenant_admin,Full administrative access within a specific tenant.,9
CR01986,AWS,tech_user,Basic operational access for assigned services.,3
CR01987,Oracle,tech_user,Basic operational access for assigned services.,2
CR01988,Oracle,security_engineer,Access to security monitoring and policy configuration.,5
CR01989,Oracle,security_engineer,Access to security monitoring and policy configuration.,7
CR01990,DigitalOcean,cloud_super_admin,Global privileged control across provider resources.,12
CR01991,AWS,system_admin,High-privilege system-level access.,7
CR01992,Oracle,cloud_super_admin,Global privileged control across provider resources.,11
CR01993,AWS,cloud_super_admin,Global privileged control across provider resources.,10
CR01994,DigitalOcean,tech_user,Basic operational access for assigned services.,3
CR01995,Azure,security_engineer,Access to security monitoring and policy configuration.,5
CR01996,Oracle,tech_user,Basic operational access for assigned services.,2
CR01997,AWS,cloud_super_admin,Global privileged control across provider resources.,11
CR01998,DigitalOcean,security_engineer,Access to security monitoring and policy configuration.,6
CR01999,GCP,tenant_admin,Full administrative access within a specific tenant.,9
