asset,control_type,config,status,misconfig_prob,is_misconfigured,config_source,config_drift_score
N00226,CloudPolicy,baseline,disabled,0.325,True,manual,0.47
N00226,IAMPolicy,strict,disabled,0.132,False,manual,0.71
N00227,NetworkIsolation,moderate,disabled,0.236,False,manual,0.43
N00227,Firewall,moderate,partial,0.175,False,manual,0.81
N00228,Hardening,strict,enabled,0.068,False,inherited,0.71
N00228,Firewall,strict,enabled,0.231,False,auto,0.66
N00229,EDR,legacy,disabled,0.293,True,manual,0.83
N00230,Hardening,strict,disabled,0.058,False,auto,0.71
N00230,NetworkIsolation,strict,partial,0.322,True,auto,0.55
N00230,IAMPolicy,baseline,disabled,0.105,False,policy_engine,0.44
N00231,Hardening,moderate,partial,0.209,False,inherited,0.39
N00231,Hardening,legacy,disabled,0.058,False,auto,0.97
N00231,WAF,legacy,partial,0.267,True,auto,0.87
N00232,CloudPolicy,baseline,partial,0.1,False,inherited,0.02
N00232,CloudPolicy,strict,partial,0.16,False,manual,0.34
N00233,IAMPolicy,baseline,partial,0.241,False,auto,0.52
N00233,Logging,moderate,enabled,0.129,False,manual,0.86
N00234,NetworkIsolation,baseline,disabled,0.113,False,auto,0.94
N00235,Logging,legacy,disabled,0.119,False,auto,0.77
N00235,Hardening,baseline,partial,0.075,False,auto,0.78
N00236,CloudPolicy,moderate,disabled,0.222,False,auto,0.93
N00236,NetworkIsolation,moderate,enabled,0.136,False,auto,0.84
N00237,EDR,moderate,partial,0.299,True,policy_engine,0.48
N00238,EDR,moderate,enabled,0.192,False,auto,0.95
N00238,Firewall,strict,disabled,0.29,True,manual,0.66
N00239,Logging,baseline,enabled,0.034,False,manual,0.11
N00239,IAMPolicy,moderate,enabled,0.103,False,policy_engine,0.42
N00239,Logging,baseline,enabled,0.245,False,inherited,0.55
N00240,Firewall,legacy,enabled,0.047,False,policy_engine,0.61
N00240,IAMPolicy,strict,partial,0.166,False,auto,0.84
N00240,NetworkIsolation,baseline,enabled,0.322,True,manual,0.05
N00241,WAF,moderate,enabled,0.07,False,inherited,0.54
N00241,Logging,legacy,disabled,0.259,True,auto,0.35
N00242,NetworkIsolation,moderate,disabled,0.065,False,manual,0.29
N00243,WAF,moderate,enabled,0.296,True,inherited,0.63
N00243,Hardening,baseline,disabled,0.177,False,manual,0.0
N00243,EDR,strict,disabled,0.008,False,policy_engine,0.73
N00244,NetworkIsolation,strict,enabled,0.326,True,auto,0.75
N00244,WAF,legacy,disabled,0.011,False,manual,0.64
N00244,Logging,legacy,partial,0.199,False,inherited,0.66
N00245,NetworkIsolation,legacy,disabled,0.226,False,policy_engine,0.49
N00245,Hardening,moderate,enabled,0.03,False,policy_engine,0.41
N00246,Firewall,moderate,partial,0.325,True,policy_engine,0.15
N00246,IAMPolicy,baseline,partial,0.319,True,manual,0.68
N00247,Hardening,baseline,enabled,0.164,False,policy_engine,0.5
N00247,Hardening,legacy,enabled,0.128,False,manual,0.89
N00247,EDR,legacy,partial,0.236,False,auto,0.4
N00248,NetworkIsolation,moderate,partial,0.032,False,inherited,0.66
N00248,Firewall,legacy,disabled,0.232,False,manual,0.39
N00248,NetworkIsolation,baseline,partial,0.087,False,manual,0.05
N00249,IAMPolicy,legacy,disabled,0.157,False,manual,0.19
N00249,Firewall,strict,enabled,0.173,False,manual,0.1
N00250,Hardening,legacy,partial,0.319,True,policy_engine,0.97
N00250,NetworkIsolation,strict,disabled,0.074,False,auto,0.88
N00251,CloudPolicy,legacy,enabled,0.274,True,manual,0.58
N00251,NetworkIsolation,moderate,disabled,0.204,False,policy_engine,0.72
N00252,Firewall,baseline,enabled,0.014,False,manual,0.44
N00253,CloudPolicy,moderate,disabled,0.005,False,auto,0.25
N00253,Hardening,baseline,partial,0.217,False,manual,0.75
N00253,NetworkIsolation,legacy,partial,0.029,False,inherited,0.34
N00254,CloudPolicy,moderate,partial,0.096,False,auto,0.6
N00254,IAMPolicy,moderate,disabled,0.242,False,auto,0.41
N00255,CloudPolicy,strict,disabled,0.24,False,policy_engine,0.66
N00255,Hardening,moderate,partial,0.292,True,policy_engine,0.7
N00255,NetworkIsolation,baseline,partial,0.043,False,policy_engine,0.2
N00256,Logging,moderate,partial,0.106,False,manual,0.97
N00256,WAF,moderate,enabled,0.008,False,inherited,0.64
N00257,NetworkIsolation,baseline,partial,0.155,False,inherited,0.82
N00257,IAMPolicy,baseline,partial,0.017,False,manual,0.34
N00258,EDR,strict,enabled,0.12,False,manual,0.01
N00258,IAMPolicy,strict,disabled,0.095,False,auto,0.93
N00259,EDR,strict,enabled,0.011,False,policy_engine,0.83
N00259,NetworkIsolation,moderate,enabled,0.189,False,policy_engine,0.35
N00260,CloudPolicy,baseline,partial,0.026,False,inherited,0.08
N00260,WAF,baseline,enabled,0.123,False,manual,0.97
N00261,IAMPolicy,moderate,disabled,0.125,False,policy_engine,0.6
N00261,WAF,legacy,disabled,0.127,False,auto,0.57
N00262,IAMPolicy,strict,disabled,0.211,False,policy_engine,0.84
N00262,NetworkIsolation,moderate,partial,0.157,False,inherited,0.38
N00263,Hardening,strict,partial,0.235,False,manual,0.12
N00263,IAMPolicy,moderate,disabled,0.329,True,manual,0.82
N00264,Firewall,moderate,disabled,0.154,False,auto,0.47
N00264,Hardening,legacy,disabled,0.019,False,inherited,0.47
N00265,NetworkIsolation,moderate,disabled,0.235,False,inherited,0.73
N00265,Logging,legacy,disabled,0.071,False,manual,0.62
N00266,NetworkIsolation,moderate,disabled,0.106,False,inherited,0.28
N00266,IAMPolicy,legacy,enabled,0.156,False,inherited,0.63
N00266,NetworkIsolation,moderate,enabled,0.093,False,auto,0.76
N00267,Logging,baseline,enabled,0.151,False,auto,0.14
N00267,CloudPolicy,baseline,partial,0.038,False,policy_engine,0.7
N00267,CloudPolicy,strict,disabled,0.082,False,auto,0.48
N00268,WAF,baseline,partial,0.316,True,manual,0.63
N00268,Logging,baseline,disabled,0.038,False,policy_engine,0.41
N00269,NetworkIsolation,strict,disabled,0.203,False,auto,0.89
N00270,Firewall,moderate,partial,0.186,False,auto,0.08
N00270,WAF,legacy,partial,0.096,False,inherited,0.37
N00271,CloudPolicy,legacy,enabled,0.266,True,inherited,0.81
N00271,WAF,legacy,partial,0.031,False,policy_engine,0.1
N00271,EDR,moderate,disabled,0.115,False,policy_engine,0.79
N00272,NetworkIsolation,strict,enabled,0.143,False,auto,0.83
N00273,Firewall,strict,partial,0.004,False,manual,0.31
N00273,CloudPolicy,legacy,disabled,0.016,False,auto,0.81
N00273,IAMPolicy,baseline,disabled,0.321,True,auto,0.47
N00274,Hardening,moderate,partial,0.001,False,policy_engine,0.85
N00274,IAMPolicy,legacy,partial,0.274,True,inherited,0.61
N00275,NetworkIsolation,legacy,disabled,0.273,True,policy_engine,0.98
N00275,Logging,baseline,partial,0.04,False,auto,0.43
N00276,CloudPolicy,strict,enabled,0.034,False,inherited,0.25
N00277,Firewall,baseline,disabled,0.049,False,policy_engine,0.98
N00278,Hardening,moderate,partial,0.334,True,manual,0.39
N00278,CloudPolicy,baseline,enabled,0.085,False,auto,0.6
N00278,NetworkIsolation,strict,disabled,0.171,False,inherited,0.19
N00279,EDR,legacy,partial,0.123,False,policy_engine,0.89
N00279,CloudPolicy,strict,disabled,0.178,False,inherited,0.29
N00280,Logging,baseline,enabled,0.228,False,manual,0.89
N00280,NetworkIsolation,baseline,partial,0.003,False,manual,0.29
N00281,Hardening,moderate,disabled,0.124,False,manual,0.21
N00282,NetworkIsolation,baseline,disabled,0.134,False,manual,0.18
N00282,IAMPolicy,strict,enabled,0.222,False,manual,0.18
N00283,Logging,strict,disabled,0.07,False,manual,0.19
N00283,NetworkIsolation,baseline,partial,0.171,False,manual,0.85
N00284,Logging,baseline,enabled,0.204,False,auto,0.15
N00284,CloudPolicy,moderate,disabled,0.164,False,auto,0.38
N00285,Logging,baseline,partial,0.101,False,policy_engine,0.87
N00285,Firewall,legacy,disabled,0.123,False,policy_engine,0.45
N00286,CloudPolicy,baseline,partial,0.157,False,auto,0.51
N00286,EDR,baseline,partial,0.283,True,policy_engine,0.44
N00286,Firewall,strict,enabled,0.337,True,manual,0.51
N00287,CloudPolicy,baseline,partial,0.321,True,inherited,0.99
N00287,EDR,baseline,enabled,0.087,False,manual,0.97
N00287,Hardening,strict,partial,0.192,False,inherited,0.85
N00288,Hardening,legacy,enabled,0.009,False,policy_engine,0.57
N00289,Hardening,moderate,enabled,0.324,True,policy_engine,0.05
N00289,Firewall,legacy,disabled,0.314,True,auto,0.84
N00290,Logging,moderate,disabled,0.229,False,inherited,0.97
N00290,CloudPolicy,strict,partial,0.316,True,auto,0.64
N00291,Firewall,moderate,enabled,0.223,False,auto,0.97
N00291,Logging,moderate,disabled,0.151,False,auto,0.14
N00292,Logging,strict,enabled,0.237,False,policy_engine,0.18
N00292,Firewall,moderate,enabled,0.278,True,policy_engine,0.38
N00293,IAMPolicy,strict,enabled,0.121,False,manual,0.09
N00293,IAMPolicy,strict,enabled,0.279,True,auto,0.64
N00293,Logging,baseline,partial,0.224,False,auto,0.19
N00294,IAMPolicy,moderate,disabled,0.221,False,manual,0.15
N00294,EDR,strict,partial,0.086,False,inherited,0.08
N00295,IAMPolicy,baseline,enabled,0.243,False,manual,0.59
N00296,Logging,legacy,disabled,0.241,False,policy_engine,0.2
N00296,NetworkIsolation,baseline,disabled,0.301,True,inherited,0.01
N00297,WAF,baseline,disabled,0.22,False,policy_engine,0.15
N00297,IAMPolicy,legacy,disabled,0.008,False,policy_engine,0.78
N00297,Firewall,strict,enabled,0.332,True,auto,0.13
N00298,WAF,moderate,disabled,0.013,False,policy_engine,0.67
N00298,IAMPolicy,strict,disabled,0.281,True,policy_engine,0.73
N00298,Logging,moderate,disabled,0.095,False,manual,0.11
N00299,NetworkIsolation,strict,disabled,0.316,True,inherited,0.6
N00299,Firewall,strict,partial,0.18,False,manual,0.57
N00300,Hardening,strict,disabled,0.062,False,policy_engine,0.23
N00300,CloudPolicy,strict,disabled,0.16,False,policy_engine,0.18
N00301,IAMPolicy,legacy,disabled,0.099,False,inherited,0.06
N00301,CloudPolicy,strict,enabled,0.085,False,auto,0.22
N00302,Hardening,moderate,enabled,0.173,False,inherited,0.86
N00302,Logging,baseline,partial,0.103,False,manual,0.44
N00303,IAMPolicy,baseline,disabled,0.029,False,policy_engine,0.21
N00303,EDR,strict,disabled,0.286,True,auto,0.22
N00303,Firewall,strict,disabled,0.034,False,policy_engine,0.13
N00304,WAF,strict,partial,0.176,False,policy_engine,0.39
N00304,Firewall,legacy,partial,0.199,False,policy_engine,0.94
N00304,CloudPolicy,strict,disabled,0.089,False,policy_engine,0.79
N00305,EDR,legacy,partial,0.315,True,manual,0.22
N00305,WAF,baseline,enabled,0.213,False,policy_engine,0.21
N00305,Firewall,legacy,disabled,0.318,True,auto,0.55
N00306,EDR,moderate,enabled,0.256,True,auto,1.0
N00306,CloudPolicy,legacy,disabled,0.023,False,manual,0.44
N00307,IAMPolicy,legacy,partial,0.162,False,inherited,0.5
N00308,NetworkIsolation,legacy,partial,0.194,False,inherited,0.86
N00308,IAMPolicy,legacy,enabled,0.221,False,auto,0.49
N00309,EDR,moderate,enabled,0.141,False,manual,0.81
N00309,Hardening,legacy,partial,0.217,False,auto,0.52
N00310,EDR,moderate,partial,0.258,True,manual,0.48
N00311,Hardening,strict,partial,0.104,False,manual,0.07
N00311,NetworkIsolation,legacy,disabled,0.276,True,auto,0.07
N00312,CloudPolicy,legacy,partial,0.027,False,inherited,0.93
N00313,Hardening,baseline,partial,0.101,False,policy_engine,0.06
N00314,EDR,strict,enabled,0.295,True,auto,0.72
N00314,Firewall,moderate,partial,0.076,False,policy_engine,0.76
N00314,IAMPolicy,moderate,disabled,0.026,False,manual,0.98
N00315,CloudPolicy,legacy,enabled,0.135,False,policy_engine,0.87
N00315,CloudPolicy,baseline,enabled,0.095,False,manual,0.97
N00316,Hardening,baseline,enabled,0.229,False,auto,0.25
N00317,EDR,baseline,enabled,0.155,False,inherited,0.07
N00317,EDR,strict,disabled,0.013,False,inherited,0.48
N00318,Hardening,legacy,enabled,0.186,False,policy_engine,0.39
N00318,EDR,moderate,disabled,0.213,False,manual,0.78
N00319,Logging,strict,disabled,0.118,False,manual,0.62
N00319,WAF,baseline,disabled,0.258,True,manual,0.93
N00319,EDR,baseline,disabled,0.224,False,policy_engine,0.9
N00320,Logging,strict,enabled,0.275,True,manual,0.1
N00321,Hardening,strict,disabled,0.19,False,manual,0.79
N00321,NetworkIsolation,baseline,enabled,0.3,True,inherited,0.54
N00321,CloudPolicy,strict,enabled,0.335,True,policy_engine,0.91
N00322,Firewall,moderate,disabled,0.191,False,manual,0.05
N00322,CloudPolicy,strict,partial,0.138,False,policy_engine,0.4
N00323,EDR,baseline,enabled,0.206,False,auto,0.52
N00324,CloudPolicy,legacy,disabled,0.005,False,manual,0.73
N00324,Firewall,moderate,partial,0.239,False,policy_engine,0.07
N00325,Logging,strict,partial,0.088,False,auto,0.4
N00325,Logging,moderate,partial,0.031,False,inherited,0.85
N00326,Logging,strict,disabled,0.068,False,policy_engine,0.88
N00326,CloudPolicy,baseline,enabled,0.311,True,policy_engine,0.3
N00327,NetworkIsolation,baseline,disabled,0.003,False,inherited,0.94
N00327,WAF,legacy,enabled,0.142,False,inherited,0.99
N00327,NetworkIsolation,legacy,enabled,0.032,False,manual,0.35
N00328,Firewall,moderate,partial,0.304,True,policy_engine,0.27
N00328,Hardening,moderate,disabled,0.053,False,inherited,0.04
N00328,Firewall,strict,enabled,0.311,True,auto,0.63
N00329,Hardening,baseline,partial,0.041,False,policy_engine,0.48
N00329,IAMPolicy,strict,disabled,0.049,False,manual,0.56
N00329,IAMPolicy,baseline,disabled,0.278,True,manual,0.33
N00330,Hardening,baseline,partial,0.184,False,auto,0.61
N00330,Hardening,moderate,disabled,0.164,False,inherited,0.61
N00331,IAMPolicy,moderate,partial,0.113,False,manual,0.86
N00331,Firewall,moderate,partial,0.338,True,auto,0.23
N00331,IAMPolicy,baseline,enabled,0.281,True,inherited,0.08
N00332,WAF,legacy,enabled,0.212,False,policy_engine,0.01
N00332,CloudPolicy,moderate,partial,0.004,False,inherited,0.28
N00333,Logging,strict,partial,0.247,False,manual,0.72
N00333,WAF,legacy,enabled,0.004,False,manual,0.93
N00333,WAF,moderate,disabled,0.119,False,manual,0.86
N00334,Hardening,strict,disabled,0.238,False,policy_engine,0.87
N00334,Hardening,legacy,enabled,0.166,False,manual,0.15
N00335,EDR,legacy,partial,0.058,False,manual,0.07
N00335,Logging,legacy,enabled,0.055,False,auto,0.88
N00336,Hardening,strict,disabled,0.147,False,policy_engine,0.1
N00336,Logging,moderate,disabled,0.135,False,manual,0.74
N00337,IAMPolicy,strict,disabled,0.139,False,manual,0.57
N00337,Firewall,baseline,enabled,0.237,False,manual,0.44
N00338,CloudPolicy,legacy,enabled,0.004,False,policy_engine,0.32
N00339,WAF,moderate,partial,0.022,False,manual,0.52
N00339,NetworkIsolation,baseline,disabled,0.332,True,inherited,0.54
N00340,IAMPolicy,legacy,disabled,0.303,True,manual,0.15
N00340,Logging,baseline,enabled,0.048,False,policy_engine,0.99
N00341,Hardening,baseline,disabled,0.091,False,manual,0.19
N00341,IAMPolicy,legacy,disabled,0.259,True,policy_engine,0.48
N00342,Hardening,moderate,partial,0.263,True,auto,0.02
N00342,Firewall,legacy,partial,0.255,True,inherited,0.83
N00343,Firewall,legacy,enabled,0.253,True,inherited,0.61
N00343,Firewall,strict,disabled,0.269,True,auto,0.99
N00343,Hardening,strict,partial,0.059,False,inherited,0.71
N00344,Logging,strict,partial,0.205,False,policy_engine,0.76
N00344,WAF,strict,partial,0.103,False,auto,0.24
N00345,IAMPolicy,moderate,partial,0.327,True,policy_engine,0.8
N00345,WAF,moderate,enabled,0.197,False,policy_engine,0.08
N00346,WAF,legacy,disabled,0.255,True,auto,0.81
N00346,Logging,strict,disabled,0.007,False,manual,0.48
N00347,WAF,strict,partial,0.193,False,policy_engine,0.55
N00347,Hardening,moderate,partial,0.226,False,manual,0.79
N00348,Logging,baseline,disabled,0.058,False,policy_engine,0.8
N00348,IAMPolicy,strict,enabled,0.285,True,policy_engine,0.48
N00349,EDR,strict,disabled,0.142,False,policy_engine,0.81
N00349,NetworkIsolation,legacy,partial,0.16,False,inherited,0.67
N00350,NetworkIsolation,legacy,partial,0.256,True,inherited,0.47
N00350,IAMPolicy,moderate,enabled,0.031,False,policy_engine,0.52
N00351,Logging,moderate,enabled,0.089,False,inherited,0.27
N00351,EDR,moderate,partial,0.23,False,auto,0.41
N00352,NetworkIsolation,baseline,disabled,0.07,False,manual,0.73
N00352,IAMPolicy,moderate,enabled,0.331,True,policy_engine,0.98
N00352,WAF,strict,partial,0.188,False,inherited,0.57
N00353,Hardening,moderate,enabled,0.228,False,manual,0.33
N00354,NetworkIsolation,strict,disabled,0.004,False,inherited,0.93
N00354,Logging,legacy,enabled,0.17,False,inherited,0.93
N00354,Hardening,strict,disabled,0.29,True,policy_engine,0.03
N00355,Firewall,baseline,enabled,0.146,False,auto,0.78
N00356,Firewall,moderate,enabled,0.204,False,auto,0.07
N00357,Firewall,strict,enabled,0.195,False,policy_engine,0.94
N00358,IAMPolicy,baseline,enabled,0.22,False,inherited,0.67
N00358,WAF,baseline,disabled,0.196,False,auto,0.93
N00358,CloudPolicy,strict,disabled,0.255,True,policy_engine,0.6
N00359,EDR,baseline,partial,0.227,False,manual,0.97
N00359,IAMPolicy,strict,disabled,0.259,True,manual,0.34
N00360,WAF,legacy,partial,0.13,False,auto,0.14
N00361,Logging,baseline,partial,0.049,False,policy_engine,0.7
N00361,Logging,baseline,enabled,0.323,True,manual,0.78
N00362,EDR,moderate,enabled,0.349,True,manual,0.28
N00363,CloudPolicy,baseline,partial,0.225,False,auto,0.26
N00363,NetworkIsolation,legacy,partial,0.279,True,inherited,0.76
N00363,CloudPolicy,strict,partial,0.243,False,manual,0.5
N00364,EDR,moderate,partial,0.194,False,policy_engine,0.35
N00364,NetworkIsolation,legacy,disabled,0.034,False,inherited,0.86
N00364,IAMPolicy,moderate,enabled,0.282,True,manual,0.38
N00365,EDR,baseline,enabled,0.344,True,manual,0.53
N00365,IAMPolicy,legacy,enabled,0.322,True,inherited,0.58
N00365,Firewall,moderate,disabled,0.1,False,inherited,0.41
N00366,IAMPolicy,baseline,enabled,0.065,False,manual,0.37
N00366,Firewall,baseline,disabled,0.08,False,manual,0.3
N00367,NetworkIsolation,moderate,enabled,0.295,True,policy_engine,0.13
N00368,CloudPolicy,strict,disabled,0.312,True,policy_engine,0.8
N00368,Firewall,moderate,partial,0.096,False,policy_engine,0.08
N00369,IAMPolicy,legacy,enabled,0.072,False,policy_engine,0.37
N00369,Hardening,strict,disabled,0.062,False,auto,0.64
N00370,EDR,legacy,partial,0.17,False,manual,0.6
N00371,Firewall,legacy,disabled,0.037,False,manual,0.2
N00371,EDR,baseline,partial,0.169,False,manual,0.17
N00371,EDR,baseline,disabled,0.129,False,policy_engine,0.18
N00372,NetworkIsolation,moderate,enabled,0.269,True,inherited,0.43
N00372,CloudPolicy,baseline,partial,0.151,False,manual,0.06
N00373,WAF,legacy,partial,0.055,False,auto,0.82
N00374,IAMPolicy,legacy,partial,0.193,False,policy_engine,0.89
N00374,NetworkIsolation,baseline,partial,0.02,False,auto,0.87
N00374,NetworkIsolation,legacy,partial,0.338,True,manual,0.97
N00375,EDR,legacy,disabled,0.055,False,inherited,0.92
N00375,IAMPolicy,moderate,disabled,0.16,False,policy_engine,0.89
N00376,CloudPolicy,strict,partial,0.181,False,auto,0.34
N00376,WAF,legacy,disabled,0.33,True,auto,0.08
N00377,Firewall,baseline,disabled,0.172,False,policy_engine,0.68
N00377,WAF,legacy,enabled,0.323,True,inherited,0.8
N00377,IAMPolicy,legacy,disabled,0.005,False,inherited,0.98
N00378,CloudPolicy,moderate,enabled,0.097,False,auto,0.3
N00378,Hardening,moderate,disabled,0.208,False,auto,0.4
N00378,Firewall,strict,partial,0.203,False,auto,0.83
N00379,CloudPolicy,moderate,disabled,0.264,True,inherited,0.77
N00379,IAMPolicy,strict,disabled,0.174,False,auto,0.48
N00379,IAMPolicy,strict,partial,0.333,True,policy_engine,0.87
N00380,WAF,legacy,disabled,0.238,False,policy_engine,0.58
N00380,Hardening,baseline,disabled,0.223,False,policy_engine,0.94
